author,text,published_at,sentiment
@rehanamannan3261,"Would it not be better to move back to India, the Middle East closer to family, not very costly and you can grow your own family. The ‘West’ , is not a better place to raise children especially the corruption in the Western countries. Beautiful houses do not equal good education or better up bringing.",2023-05-27T22:41:22Z,NEGATIVE
@hitaxipatel9571,Where did you bought that cord set that you wear in this video,2023-05-27T22:31:22Z,NEUTRAL
@althafc.j8083,Just consider Moncton New Brunswick it's a nice place and a developing place.,2023-05-27T22:30:47Z,POSITIVE
@noshabamudassar1142,Don’t move I am in Brampton  very stressful but don’t move,2023-05-27T22:25:37Z,NEGATIVE
@sanju200100,"Move to a condo, always buy what you can afford and not what you like.
Not sure how much you paid for your TH, but rent your TH and move to a condo on rent until you can afford the TH.
Rental market is very strong.",2023-05-27T22:18:20Z,NEUTRAL
@Sunshine-ct9hm,Very bad idea to get veritable interest rate mortgages,2023-05-27T22:14:12Z,NEGATIVE
@stephen9609,"When you buy real estate you should have a minimum 5 year plan but ideally longer than that. Your agent should have told you that from the start. The fact that you don't have any extra money after paying off the mortgage is the reality that a lot of people face - sometimes you just have to suck it up. That might be tough to hear, but you seem to want it all and not understand that there are some sacrifices to be made in life - part of owning a home, and part of the appreciation in value that you will see in the property, will require sacrifice.",2023-05-27T22:12:43Z,NEGATIVE
@rakshithbadarinath2445,"Alberta>>>>>>>>>>>>>>>>>>Ontario
Calgary is an awesome city to move to. And Alberta is a great province!! You really have heard wrong things when people say there’s nothing much to do here. Banff and the mountains are just 1 hour drive away. You guys can close your eyes and move to Alberta without a doubt! All the very best for your future endeavours! 

Ps: Sucks to live in Canada during this time. Alberta is what makes life affordable in CANADA.",2023-05-27T22:01:40Z,POSITIVE
@DavinderSingh-cg7zy,"Hike is temporary. Hold on, this time will pass.",2023-05-27T21:52:55Z,NEUTRAL
@manishamomin5131,"I moved from Calgary to Toronto 5 years ago for a business opportunity i got . Honestly i regret my decision.  We really missed Calgary it so affordable and peaceful. We are not city people but love exploring nature and for that nothing better than Albera (banff, Jasper) . Winters are better than Toronto,  i must say. Calgary get more snow but it doesn't feel harsh and dry and Calgary get more sunny days than any city in Canada",2023-05-27T21:42:48Z,POSITIVE
@aninditachakraborty9890,"Hey Pooja, I guess you could, for the time being, take up a job & continue youtube...",2023-05-27T21:12:51Z,NEUTRAL
@ayeshaadil51,Move back to condo.,2023-05-27T21:11:29Z,NEUTRAL
@sangitaroygupta2244,Why don’t you consider moving in Montréal. We live here with 3 kids and we love it here. Learning French is a matter of time. Still being close to Ontario. And moreover its a home of art and culture and creative people like tou. I am sure you will fall in love with the city.,2023-05-27T21:10:55Z,POSITIVE
@ayeshaadil51,Calgary … I wish I could,2023-05-27T21:08:15Z,NEUTRAL
@nanabaiden9756,8:44 Yes. Please do a tour of downtown Oakville.,2023-05-27T21:04:55Z,NEUTRAL
@rajivthakur7319,High interest rates is a national issue. Wherever you go it will follow you. Do your homework before you make a decision. Moving to a different state may give you value for money for your property but you have to consider jobs. I believe what goes up must also come down.,2023-05-27T20:50:10Z,NEUTRAL
@easyveganfoodie,"My husband and I moved to Ottawa after two years in Toronto. We bought our house maybe a few months after you. Luckily we decided not to buy at the top of our budget so even though the interest rates has really hit us badly, it’s not so bad that we have to consider moving. 

We really like Ottawa, I’ve seen your Ottawa blog so I think you liked it too! It’s a good option if you want to move out of GTA. Also, we bought our house at the peak of the market and it’s really gone down now. We bought a end unit townhouse for the price that detached homes are selling for now! So if you do consider moving to Ottawa, you can probably get a house your size for a much lower price than what you paid (because prices have gone down and also because it’s Ottawa not GTA). The winters here are comparable to Toronto. Of course it’s colder but not by much.  

Another option if you don’t want to move and wait for the interest rates to go down is to rent out a room or just start budgeting (I know you don’t want to make big sacrifices but it will be temporary as the interest rates will go down later). I really think moving is a huge decision and you should consider all other options first. It will take a lot of money to sell your home, buy another one, hire movers, etc. you’ll end up spending 10k on all this maybe. Better to just get strict on saving and not spending, it will be just 1-2 years but at least you’ll get to stay in this home that you have renovated to your taste. It would be a waste to move after doing all that. But if you decide to move then Ottawa is a great option!",2023-05-27T20:40:33Z,POSITIVE
@hifzasalman8522,It's feels like u r telling my story right now we r living in London and trying to move same situation can't make a decision where to go mY husband doesn't want to leave London but the expenses r not on our side same confusion going on what to do where to go🤔🧐..best of luck for u.,2023-05-27T20:38:43Z,NEUTRAL
@FirdousTech,Wow Pooja really loved this video!🔥🔥🔥🔥 really love your vlogs keep it up !,2023-05-27T20:33:40Z,POSITIVE
@CombatC,"You can stay in that area …  save money , save .  Or move and be kind to yourself through out the moving I love you",2023-05-27T20:27:09Z,POSITIVE
@monicasharma7856,"I would suggest you first go visit Calgary and see how things are. I’ve had some friends/family move and then move back to Ontario. 
All the best",2023-05-27T20:26:06Z,POSITIVE
@jarrodmediahouse,"Just an observation. You are living beyond your means. Trips, furniture, renovations, Peleton bike, expensive clothes, eating out.. etc etc. It’s no wonder you are concerned about money.  People who earn much more than both of you, don’t do as much. It’s not that we don’t want too, but everything in progression. You can have it all, but not all at the same time. I’m sure if you adjust your spending for 6-12 months, things will be different.  You both are still young and starting life, don’t end up in massive debt when you really don’t have too. Just my two cents 😊",2023-05-27T20:20:54Z,NEUTRAL
@priyankaarora2312,Ok if ask about me I love peace and I love city my husband raised New York it’s not easy to leave but we moved New Jersey we bought first house and than what we did after covid life completely change now we moved Pennsylvania we got good deal property tax is cheaper but if you are city person not easy but if you wanna save money plz big city not for raising kids plan properly believe you will be happy save money for future god bless you take care,2023-05-27T20:20:30Z,POSITIVE
@larissagonzagaf,"don't do it, it's not worth it. it's not worth going to a place just on your own and changing your whole lifestyle, if you don't like the toronto winter you won't be able to stand the calgary one. if you plan more and try to live more economically and everything will work out, inflation is also affecting calgary, it is not worth changing everything for almost nothing.",2023-05-27T20:18:16Z,NEGATIVE
@saishavaidya,Tons have moved for the same reason from Toronto to Ottawa. Atleast a 100000 in the last 8 or 9 years.,2023-05-27T20:17:26Z,NEUTRAL
@saishavaidya,Rather than the extreme of Calgary ( which puts you further away from India!) Ottawa or Montreal are better options. We lived in Toronto for 14 years and Ottawa for last 13..a bit boring here..but we drive down to Montreal or Toronto anytime we want..mainly day trips. Calgary not so good idea!,2023-05-27T20:16:16Z,NEUTRAL
@himanshuverma31,You might lose money if you sell your house right now. Better talk to your bank and check the fixed rates they are offering. I switched to 5.14 fixed which actually reduces my mortgage for 3 years. Rentals are anyway going up so you would anyway end up paying whatever you think you will save after selling your house.,2023-05-27T20:14:25Z,NEUTRAL
@saleemakhtar87,"Calgary NOT a good option based on your lifestyle, Sell your house, rent for a while like 2 years and then decide IF you want to buy a house again....good luck with your decision...YES keep living and keep smiling !!!",2023-05-27T20:12:47Z,POSITIVE
@asmalove8162,POOJA PLEASE MOVE TO MONTREAL OR LAVAL.,2023-05-27T20:12:29Z,NEUTRAL
@asmalove8162,"I live in Mississauga, and it’s not that bad. But if I had to move to another Canadian city, it would be Montreal or Laval. Because I feel like the vibes over there is much more cleaner and the rent is very low.",2023-05-27T20:11:47Z,POSITIVE
@shraddhachin4583,"I live in Calgary & it’s absolutely worth it here.. 


With all due respect,, please don’t comment on life in Calgary until you experience it yourself. I welcome you here with lots of love ❤️ ..",2023-05-27T20:04:53Z,POSITIVE
@SaiM02,"I dont know about moving somewhere else but pls be aware of the thing that all the profit you make by selling your stuff here will easily be vanished in no time. As they say, ""paisa paani ki tarah hota hai, kab khatam ho jaaye pata bhi nahi chalega"". So i think, its better you stay at same place and think of multiple business opportunities/part time job or anything else to add to your income.. Also, if you could manage or cut down your daily little expenses, that will make a huge difference at the end of the day. Lastly, dont stress but plan wisely and stay happy❤",2023-05-27T19:54:49Z,POSITIVE
@richboy3860,"Sorry so say, but you messed up big time. When you buy a house, you need to factor in interest rate fluctuations. You purchased your house at the lowest rates in Jan 2022 (variable was 0.99%). At that time, you should have gone with a 5-year fixed rate of 1.6%, and you would have surfed this rate increase wave with ease. Bad decision at that time is costing you now. Anyway, good luck for your future.",2023-05-27T19:54:32Z,NEGATIVE
@rishabh8765,Talking about taking extreme step on the edge of that ocean made me a little anxious there.,2023-05-27T19:47:26Z,NEGATIVE
@sagarprajapati3156,You can move to Windsor Ontario,2023-05-27T19:44:25Z,NEUTRAL
@punamagr6592,"Just rent out one of ur rooms, it will help wth mortgage",2023-05-27T19:42:35Z,NEUTRAL
@mohammedammar5301,"You are exaggerating 😂😂 
Instead of moving to Calgary..Rent out your basement...",2023-05-27T19:35:06Z,NEGATIVE
@GeeM216,"I beg to differ Pooja! I have been living in Calgary for two and half years and i love it! It’s such a beautiful city and Alberta in general the scenery is spectacular. I started watching your channel before i moved to Canada and Ontario was a NO for me. I am not into big cities so that was the main reason so you may find Calgary laid back.
I love winters here, no matter the temps most days are always SUNNY. I will take sun during winter anytime! I love Calgary, periodT 😊
Consider visiting first before you make that big change.",2023-05-27T19:32:59Z,POSITIVE
@yumyum3876,"Dubai , if you are citizen. Earn tax free and live stress free. Enjoy your old age in Canada. Imagine what you will do if the same thing happens to Calgary?? Entire Canada is in trouble. Its economic fundamentals are too weak.",2023-05-27T19:18:11Z,NEGATIVE
@vibhutyagi1586,Hang on for next 15-18 months to come back to normal state till then stay put . Selling house might erode equity and additional Hastle . Interest rate will not come down anytime soon as well but as they say - This shall too pass !!,2023-05-27T19:11:39Z,NEUTRAL
@Shamsithaca,"Also think of Windsor as another option, or even PEI, or just a year out in the Carrb.",2023-05-27T19:08:59Z,NEUTRAL
@Shamsithaca,"I hear you! Depending on the followers in Canada,  maybe do a small token paid Q & A signing session in person? As for inflation, yes its really hurting, but it helps to cut down on additional costs, as for moving to Calgary, I think there is some misconception on their winters, its less dark there, the sun always shines through many cold winter days, lots of winter based fun things...like watching northern lights, polar bear watching, living in a Yurt etc (although thats even further north). Someone I know is moving away from Canada, cheaper to move to somewhere in Caribbean since they work remotely anyway and you can still do your videos from there...rent out ur place for that time? Maybe even get a housemate if u have an extra bedroom, will help cover costs.",2023-05-27T19:07:02Z,POSITIVE
@ViralJoshiVirus,Its a wise descision but only consider if you have a job down there coz the market is not that great where you can grow quickly in Toronto as what you can in Calgary.,2023-05-27T19:06:34Z,NEUTRAL
@Disha1211,"You kinda seem smart but probably are actually not ! In this environment, who the F is stupid enough to go for a variable rate ? And also, ever heard of switching from variable to fixed rate ? Probably a wiser choice then moving ! Stop making useless content and get a life ! And add meaning to your life while you’re at it !",2023-05-27T19:05:51Z,NEGATIVE
@syedakhadirashaziya1982,I suggest it's a gud decision to move to Calgary...👍,2023-05-27T19:05:14Z,POSITIVE
@Neharyka,"Try moving to Kitchener, cambridge area. Not that far from Toronto and affordable cities with lots of potential of growth.",2023-05-27T19:02:42Z,POSITIVE
@simplegirl206,"The UK is in a very similar situation with inflation, and increases in interest rates. I think the whole world is suffering from hike in the cost of living",2023-05-27T18:52:18Z,NEGATIVE
@Genzmillenial,Consider going to Calgary for a few weeks holiday to see if you would enjoy it,2023-05-27T18:50:34Z,NEUTRAL
@nahidkhan5941,Why don't you move back to India instead of struggling in a alien country!!!,2023-05-27T18:49:43Z,NEGATIVE
@irtifasumaan8810,Moving to Calgary would be great option. It a beautifullllllll city,2023-05-27T18:41:45Z,POSITIVE
@supz26,"Yes interest rate are hiking and we are all worried but before you blame the country curb your spending habits , you returned boxes full of clothes at different stores before making India trip that really showed how you guys were trying to balance the air ticket purchase by taking refund from clothes . You cannot live here king size as there is no division of labour  , you work hard for your money here and spend with a ‘need’ and ‘want’ formula, no where in Canada is right now cheap anymore even the rural areas as inflation has affected every nook and corner",2023-05-27T18:41:10Z,NEGATIVE
@WanderingTogether,"You have to see Vancouver, it's soooo expensive 😫",2023-05-27T18:37:04Z,NEGATIVE
@Hazara26,If you are smart then you will get a job. And remember when you apply for a job then there are others too and  whoever  has the best experience and knowledge will get the job.,2023-05-27T18:29:33Z,POSITIVE
@Hazara26,So you hate winter but still you are living here and I am sure you are going to live here rest of your life. Save money and then go and live in better cities in India. There are very nice places to live in India. Canada is not for people from South Asian because they can't have tolerance for cold. Why suffer when you have the option? You live for once and you are compromising for money and passport of Canada.,2023-05-27T18:21:56Z,NEGATIVE
@Chelleang9,"The grass isn’t always greener on the other side! Be very careful with your decision and make sure to do your research thoroughly. Check out the places you’re thinking of moving to and be sure it’s right for you. Don’t take anyone’s word about life in another province unless you’ve visited yourself. Remember to visit a place and to live in a place are two very different things! There are other places much closer than Calgary that might be a good fit for you. Consider lowering your expenses, there are many ways to do so. You aren’t the only ones going through this hardship, so find ways to cope first before taking on the expense of moving! Good luck!",2023-05-27T18:18:54Z,POSITIVE
@yadwinderberi8199,Switch to 2/3 years fixed,2023-05-27T18:17:32Z,NEUTRAL
@vidalberto,"No hate but, in one video you are renewing your kitchen with expensive countertops and next videos you are complaining about money? You could have pause the kitchen while interest estabilize.",2023-05-27T18:16:54Z,NEGATIVE
@Poonammehraa5,Rent your basement,2023-05-27T18:14:21Z,NEUTRAL
@ShivangiGupta-yn2gf,Simple soln-Pooja you can start working again in your IT company..,2023-05-27T18:07:32Z,POSITIVE
@mounicabesetty1182,"Hey Pooja 
I can feel you 😢 I see my self in you..I stay in Markham 
Even I can’t stop myself having fun n what I really what
After moving to Canada I experienced lot of depression….staying away from family and now this rescission 😞 
But I don’t want to give up and figuring out many ways 
I suggest you to look in Windsor that’s a good place and cheaper than GTA.
More power girl ❤",2023-05-27T18:05:36Z,POSITIVE
@stephincanada4013,Hi pooja!! This is my first time commenting on your video but ive been watching you since you started your channel! When i saw the thumbnail i had a hunch that alberta will be one of your options!! I am so excited for this news since i live in edmonton. I am always inspired by your content. If you move to calgary i hope to see you there! 😊❤,2023-05-27T18:05:03Z,POSITIVE
@stephanielake11,I would buy a place perhaps in Mexico or a Caribbean Island that you can find a decent home price. Also the cost of living is lower. If both of you can work from home than it doesn’t really matter where you live. If you wanna stay in Canada than Nova Scotia also has houses for a lot less. Manitoba does too but it gets super cold & snowy in the winters. Explore other countries that could be more financially beneficial.,2023-05-27T18:01:39Z,NEUTRAL
@funsizechef,Hey Pooja. I don’t know if you saw my message on insta on the poll which you had on your story. But I’ve acc been living in Ontario Canada from 18 years since I’m born here and my parents have been living here for 28 plus years since they immigrated from India. The thing is he’s we are in a situation but moving will make it worse since other provinces are going through it since it’s Canada alone and many many people are dealing with this so the banks also have been helping to giving loans etc etc. i actually live in Mississauga and the houses here are very expensive too! But since you live in Oakville they are also expensive. So if you want to move somewhere a little less expensive i recommend more North or even more west since it’s a little cheaper there. Since it’s a difficult time for everyone.,2023-05-27T18:01:15Z,NEGATIVE
@imanthaherath6770,"When you posted about “expenses in Canada”, I’m the one who posted a comment like an essay. But to be frank with you , I feel like it’s a good decision. Not just Calgary it self. Consider about the new developments in Alberta like high speed train project etc and see what are the new communities coming up. In couple of years, those cities will be developed. Plus yea Canada has become so expensive :( . 100% agree with the fact you said it’s not about not eating out or not having fun. We need it for our lives. It’s all about living your life making every day a memorable day. Good luck with both of your plans!",2023-05-27T18:01:10Z,POSITIVE
@randomreynolds94,Kawartha lakes Lindsay Peterborough Omemee are still great areas. Close to major cities and nature. You can still buy around the 500ks have a backyard more space with less taxes and mortgage rate.,2023-05-27T18:01:10Z,POSITIVE
@ramneetkaurchatha2551,We are also in this confusion from last 5 months but we finally decided to move to calgary as we dont want to regret it later that we could have move at that time.We wannna give try,2023-05-27T18:01:02Z,NEUTRAL
@randomreynolds94,I think you guys over paid for your house. Are you guys in a variable rate. Cause if you locked in for 5 years doesnt matter until the day you come to renew. We are still locked in for another couple years and our home price has gone up a couple hundred thousand here in Peterborough ON. since we bought just before the peak of covid. Plus our small city is growing so fast from people moving out of the GTA. We paid $359s our house we could easily get $600.,2023-05-27T18:00:11Z,NEUTRAL
@littlebrownbook989,Calgary is a peaceful place,2023-05-27T17:57:01Z,POSITIVE
@littlebrownbook989,Try Ottawa 😊,2023-05-27T17:56:35Z,POSITIVE
@laurakatona8850,Maybe try other parts of Ontario! If you both work online- you don’t need to live in Oakville in my opinion! Or just downsize!!,2023-05-27T17:55:16Z,NEUTRAL
@viivekvulchi,"Move to India, Best for Pooja. This is the right thing if you are not financially weak in India. Just a Suggestion.",2023-05-27T17:53:30Z,POSITIVE
@jnanaprasanna1989,"Another amazing video. You deserve a lot more subscribers Pooja.

We also live in Oakville and brought a home here at fixed interest rate. To own a million dollar home here, we need to earn atleast 250k pre-tax.

I don't have any advice here. Just sending you best wishes and lots of love. I am sure you will make the right call.

And yes! I would love a tour of DT Oakville.",2023-05-27T17:49:03Z,POSITIVE
@ra_mann,Love to see that you are driving Mazda.,2023-05-27T17:46:01Z,POSITIVE
@ibrahimabdulrahimibrahim2525,"Move to Montreal 
I think is least better",2023-05-27T17:45:53Z,NEUTRAL
@manjotkaur9869,I just moved to Calgary last month Pooja and it's an amazing city. It is so beautiful and definitely has great job opportunities as well. The prices of the houses are also better than anywhere else in Canada and ngl you get the real touch of Canada when in Calgary. Moving to Calgary would be a smart choice.,2023-05-27T17:44:01Z,POSITIVE
@mihirbatra6607,"Consider moving to St. Catharines or Thorold, These both cities are together and have really nice houses (especially THOROLD). It is a quiet city but the prices are really low as compared to other cities. Also, it is 10 mins away from Niagara Falls and 50 mins - 1hr to Toronto.",2023-05-27T17:43:43Z,POSITIVE
@srivatsa1193,"Selling the house might be a tedious and enervating affair. Before making a final decision to move out, you can consider getting a second job or finding any other way to create an additional stream of income in the short run.  Also, you could try and make some lifestyle changes and curb your spending at least for a short while - a year or 2 until the recession passes. 
It is true that you will not get to live life the way you want, but nevertheless, it would be a sacrifice that you should make for a short while so that it leads to a better future. 
Now, from what I've seen from your vlogs, I would say that there has been amazing progress in terms of experiences, and lifestyle. Nonetheless, these are dire circumstances, the recession may pass soon but what's to say there won't be another hit to the economy because of all the geopolitical tensions around the world. Hence, I would ask you to also be dynamic and learn about day trading, investing, and wealth building in general. Best of luck to both of you!",2023-05-27T17:43:04Z,POSITIVE
@NLuvMy,I personally think the stretch is everywhere specially entire canada..expensive and unaffordable..ppl living here like poor people which much poor then their own back homes..just to save..so i agree that back homes or another province can be slightly affordable. I am also in the tight end 😮,2023-05-27T17:41:50Z,NEUTRAL
@tabita522,Have you heard of sault ste Marie it's reasonable to live and also it's very beautiful,2023-05-27T17:41:34Z,POSITIVE
@ranvirkaur7629,No i would advice stay where you are your house is beautiful its difficult everywhere at moment same in uk you are qualified can get a job . Also both of you love the finest things in life just cut down alittle little things will work out.,2023-05-27T17:41:33Z,POSITIVE
@roopkaur0108,How about Montreal?,2023-05-27T17:38:38Z,NEUTRAL
@kritiarora9198,"you put so much effort and hard work into your videos pooja, this is incredible! sending you all the good wishes beautiful!",2023-05-27T17:36:56Z,POSITIVE
@Aushiesdigitaldiary,Feel you!🥹 the struggle is real,2023-05-27T17:32:44Z,NEUTRAL
@anushreemohanty,Come to Atlantic Canada. You will love it here,2023-05-27T17:31:38Z,POSITIVE
@rajatsrivastav5871,"What about Vancouver? Weather and job opportunities are great there.


And yes is a wise decision to shift, change is difficult but if it’s good it should be implemented.",2023-05-27T17:30:50Z,POSITIVE
@joydeepsanpui,Yes move to Albert,2023-05-27T17:30:41Z,NEUTRAL
@dazzelpebbels1207,"I would say maybe find a part time job or find a professional job during the day, that you are qualified to work in depending on your education.  Then try to figure out a way to balance your daytime job with YT.  I think that could really work well.  I know many YT do it full time but they do also have hundreds of thousands or millions of followers and other forms of Social media, such as Instagram and TikTok that make their earnings quite high to be able to focus just on YT full time.  Also, you are only making about one video a week vs pumping out content three times a week, so finding a part/full time job during the day should be manageable.",2023-05-27T17:27:55Z,POSITIVE
@MsSandyyy123,"Like many others in the comment section, cut down on the freaking expenses that you do on a daily basis and you would easily save a lot. Rather than spending so much in creating a aesthetic gym you could have joined a real gym and yes give this out on rent or airbnb.",2023-05-27T17:23:39Z,NEUTRAL
@akankshamalhan,I know expensive are so so high too… I don’t have house or something even as a student paying rent is too much now just for one private toom its no less than 1000$ and working part time how can i pay that🤷‍♀️,2023-05-27T17:23:01Z,NEGATIVE
@SiddhantNaik-xf5ig,"If someone says that Calgary has harsher weather than Ontario and says has nothing to do in Calgary- they literally live under the rock!
And this is coming from someone who lived in New York City for 6 years 🙂
Calgary has sunshine ☀️ for 340 days and the most beautiful national parks such as Banff within an hour. Its not windy as well. 
We moved last year here from Toronto and it was the best decision we took! 
We bought our dream house here recently as well!
Calgary is way more livable and beautiful than Toronto!
Hope you guys make a move to Calgary… I bet you you guys will love it!",2023-05-27T17:22:52Z,POSITIVE
@mannurandhawa5011,"My husband and I moved from toronto to edmonton. Best decision- affordable house, less taxes, peaceful life",2023-05-27T17:20:28Z,POSITIVE
@harsimran50,Niagara Region is still cheaper in Real Estate as compare to GTA.,2023-05-27T17:16:03Z,NEUTRAL
@lawofattraction4168,Pooja I think you guys should  rent your basement it’s not gonna hinder your privacy but it will cover up the expenses like 2000 everything for sure will be in your Pocket this is what Brampton owners does !!,2023-05-27T17:12:51Z,NEUTRAL
@SMFN18,"Consider moving to Ottawa. We recently moved from Toronto to Ottawa, and we are loving it here. We actually like the summers better here. Also, the winters are not that bad—just a tad bit colder than Toronto, but nothing major. My husband and I are both working professionals (in the same age group as you, with no kids) and had absolutely no issues getting jobs here. In fact, finding a job in Ottawa was much quicker due to less competition. Toronto is simply overcrowded because it's a hot destination for immigrants.",2023-05-27T17:09:48Z,POSITIVE
@sureshr_11,"Move to Texas, USA.",2023-05-27T17:09:18Z,NEUTRAL
@JJFrozen15,"Personal opinion after living in Montreal from 2021 to present ,Without French don’t move to Montreal.. It’s extremely difficult. Bill 91 affected that badly. 😢 
You can buy house in Montreal but end of the day you cannot move forward in your career.",2023-05-27T17:06:40Z,NEGATIVE
@streetsoftoronto5185,"People who live pay check to pay check buy Peloton’s and redo their whole kitchen, and take random trips to India, and go for a weekend to places that cost $1200 per night? 🤔

I wanna live pay check to pay check too!",2023-05-27T17:04:27Z,NEUTRAL
@sweetdreams1711,"you can give part of your home on rent 
like where you have your studio if you rent it out to 2 student you can get atlest $1200",2023-05-27T17:01:52Z,NEUTRAL
@kirat0saini,"Move to Atlantic Canada as everyone is moving to Calgary. Atlantic specially Halifax is mini Toronto. I am in Fredricton weather is same like Ontario. Houses are cheap as well!!! 
I lived in Toronto for 11 years and I love it in Atlantic after Toronto",2023-05-27T16:59:41Z,POSITIVE
@akankshahardwani441,Why don’t you consider coming back to India. I think you have left a beautiful life and family there. Also you can afford all the luxury in india.,2023-05-27T16:58:32Z,POSITIVE
@SD-db5mc,"Just a piece of advice,do not even think of having a kid.With the current automation, you may not know that after 3-4 years whether Saransh's job will be there or not.Be careful,there is no future of kids,our own future looks uncertain",2023-05-27T16:55:53Z,NEGATIVE
@SD-db5mc,"Just a piece of advice,do not even think of having a kid.With the current automation, you may not know that after 3-4 years whether Saransh's job will be there or not.Be careful,there is no future of kids,our own future looks uncertain",2023-05-27T16:55:38Z,NEGATIVE
@himanshusood2131,GTA is terrible. Move to calgary and make it quick before it picks up too! It’s an amazing city.,2023-05-27T16:46:24Z,POSITIVE
@nishthasharma1927,"Hey Pooja. 
We are living in Canada since 2 years now but just because of the high rates we didn’t buy any property last year, when we really wanted to. Calgary is not your place, as much as I know you through videos. We have our friends moving from Calgary last year because the life was really slow there.Also, try moving to Barrie, Kitchener,Hamilton. Much better places. Also, it was your decision to buy a big house but you guys are just 2, so could have gone for a beautiful condo. Try not cutting expenses but try not overspending. We did that. Calgary just is cheaper that’s all. Life is pretty slow there. Leave it on your fate, don’t worry. Things will get better!",2023-05-27T16:46:19Z,POSITIVE
@vikrmadityajha2973,Edmonton/calgary are great place to live and are quite happening. The weather is not as harsh as it has been hyped. I have lived in Brampton for 3 years. Try to visit Alberta once and you will know how cheap and beautiful it is.,2023-05-27T16:44:58Z,POSITIVE
@sadhanamohapatra8645,"You can move to barrie. It's a beautiful city, me and my husband we both work in Toronto, there is no issues in traveling there is direct go train. And this city is much better than GTA area",2023-05-27T16:43:31Z,POSITIVE
@Abigail-sx8mt,It's like it most places. England is beyond ridiculous for everything. Housing market is stagnant and cost of living most people haven't seen in this life time. If say stay put and ride it out. Looks like a wonderful place and what a wonderful country you are in,2023-05-27T16:43:27Z,NEGATIVE
@udaychopra1227,"Yes, Calgary is the better choice. Move to Calgary for happy life.",2023-05-27T16:43:07Z,POSITIVE
@Ruhi-284,"There are so many people and youtubers also. Who literally left Toronto or GTA and literally moved to Edmonton or calgary. 
And its not like alberta is not a happening place….. my husband is a canadian citizen and a edmentonion…. And yes winter sucks but every other thing is better.  At least uh will get mental peace and also there are so many places to roam there in alberta. I m gonna move there soon and i m excited ❤ 
Hope you make a good decision",2023-05-27T16:40:34Z,POSITIVE
@anitadhall1520,"DO NOT STAND ON ROCKS AT LAKE. I RECENTLY SAW A CANADA YOUTUBER LADY SUDDENLY SLIPPED AND FELL HALF IN WATER. HER BACK WAS SERIOUSLY HURT. HER HUSBAND WAS THERE , HE SAVED HER.",2023-05-27T16:40:03Z,NEGATIVE
@aryanpoojari2696,"Whipped out my phone just to comment after watching your video on my tv . I live in Canada , work for TD …my suggestion would be that , you should put your house on rent and that would meet the mortgage and you both should go back to Mumbai and become a full time lifestyle vlog YouTuber , there’s no one like you in Indian space and you would have a wide spread audience, motivation, family to support and motivate you , you guys will get boat load of advertising contracts in india , you could get cover fashion , food , travel , family and later ….a kid too would make the channel so whole some ……and you passion and heart for travelling can be always done through trips and that’s again content……. I know it’s a big step but it’s not a step down it’s a step up ….may be India is the way to crack this after all and accelerate you YouTube channel and soon Saaransh can join you full time too and you would be doing YouTube fests and shit …..",2023-05-27T16:37:29Z,POSITIVE
@diaramnoruth1272,Y u stay in canada thn??wht is holding you there?,2023-05-27T16:35:29Z,NEUTRAL
@yashazaidi5476,"Hey Pooja 
Hope you are doing well!! 
Move to Montreal only if you know French! 
You will get the chill vibe and weather is alright",2023-05-27T16:35:18Z,POSITIVE
@vivekbhavsar1180,Move to mumbai.mumbai has world class infra than cannada even think off.,2023-05-27T16:32:39Z,NEUTRAL
@tracyramsumair7257,"Hey Pooja, I'm actually from the Caribbean (the tropics) and I migrated last year with my husband. We did research and realise ontario was too expensive so we came to Calgary. I was just as skeptical as you in terms of weather and things to do., but boy was I wrong! Calgary is beautiful and clean and way cheaper! There are tons to do! The weather gets pretty intense sometimes but it doesn't last long and the chinooks help alot! Also, Calgary is the sunniest city in Canada so you would love that! We are surrounded by mountains and nature! Banff is not far away as well. Trust me, you won't regret it. It is cheaper here and you get bigger and more beautiful houses here for half the price you paid in Toronto. You could at least visit first and explore and then decide if it's for you! Ps. Love your videos so much! I've been watching them since I lived in Trinidad 🇹🇹 years ago!",2023-05-27T16:27:34Z,POSITIVE
@thesoulogger,I think the wise thing to do will be to not move and control the expenses. You will move then you will do shopping for the other house and on and on its a vicious Circle.. maybe explore your earning avenues since you work as a freelancer.,2023-05-27T16:25:31Z,NEUTRAL
@nakulsridhar,Gotta hand it to the people suggesting a job. As if people with a job are able to afford anything either lol,2023-05-27T16:19:31Z,NEUTRAL
@sonalirnahar_rohan,"Instead of selling your dream house , why don’t you try to increase your income by joining a job ! So all your requirements will be fulfilled!",2023-05-27T16:18:18Z,NEUTRAL
@UnitedCanuck,The Trudeau government has destroyed nice Canada. Next year i am selling everything and moving back to my birth country. Cost of living is 1/3 that of Canada and the coldest it gets is 15 degrees. My  advice? Cut your losses and move back with your family to India. Do your videos from India. You already have a huge following.  Good luck.,2023-05-27T16:17:17Z,NEGATIVE
@saiyadazaidi9674,"Hey I live here in north york, Ontario
I think you should buy a place with basement to be rented out as well 
Windsor is also good .",2023-05-27T16:16:49Z,POSITIVE
@smitaprakash-m8q,"Everyone in Canada is feeling this burn right now..we are also on variable rate
.we tried with renting out a room and it helps...it's a phase..it will pass..hang in there..",2023-05-27T16:15:33Z,NEUTRAL
